N°POSTE,Nb Postes Vacants,Quotité,TYPE,SIGLE,NOM,ADRESSE,COMMUNE,SUPPORT,DISCIPLINE,CIRCONSCRIPTION,OBSERVATIONS (POSTE BLOQUE OU JUMELAGE DU POSTE)
       3040,   ,100,E,E.E.PU,                              ,2 LA PLACE                      ,AIBES                     ,ECEL,G0000,AVESNES-JEUMONT               ,           
       3041,   ,100,E,E.P.PU,MAURICE LENNE                 ,711 RUE GABRIEL PERI            ,ANHIERS                   ,ECEL,G0000,DOUAI-CUINCY                  ,           
       3042,   1.00,100,E,E.E.PU,LOUISE DE BETTIGNIES          ,54 RUE DE LILLE                 ,VILLENEUVE D ASCQ         ,ECEL,G0000,LILLE3-VILLENEUVE D'ASCQ SUD  ,1 POSTE BLOQUE STAGIAIRE
       3043,   ,100,E,E.E.PU,JEAN CARPENTIER               ,RUE ALBERT CAMUS                ,ANNOEULLIN                ,ECEL,G0000,LILLE2-ANNOEULLIN             ,           
       3044,   ,100,E,E.P.PU,ANNE FRANK                    ,5 RUE JOSEPH RICHY              ,ANNOEULLIN                ,ECEL,G0000,LILLE2-ANNOEULLIN             ,           
       3045,   ,100,E,E.P.PU,ANDRE CHEDID                  ,20 A RUE MARIS CURIE            ,ANSTAING                  ,ECEL,G0000,LILLE3-VILLENEUVE D'ASCQ SUD  ,           
       3046,   1.00,100,E,E.E.PU,CHARLES DE GAULLE             ,PLACE DU GENERAL DE GAULLE      ,ANZIN                     ,ECEL,G0000,VALENCIENNES ANZIN            ,1 POSTE BLOQUE STAGIAIRE
       3047,   ,100,E,E.E.PU,GILLIARD-VOLTAIRE             ,20 RUE DES MARTYRS              ,ANZIN                     ,ECEL,G0000,VALENCIENNES ANZIN            ,           
       3048,   2.00,100,E,E.E.PU,ANATOLE FRANCE                ,137 RUE DE KEMMEL               ,ARMENTIERES               ,ECEL,G0000,LILLE2-ARMENTIERES            ,           
       3049,   ,100,E,E.E.PU,JEAN MACE                     ,34 RUE JEAN MACE                ,ARMENTIERES               ,ECEL,G0000,LILLE2-ARMENTIERES            ,           
       3050,   ,100,E,E.P.PU,                              ,2 RUE DE LA MAIRIE              ,ARNEKE                    ,ECEL,G0000,DUNKERQUE-WORMHOUT            ,           
       3051,   ,100,E,E.P.PU,JEAN DE LA FONTAINE           ,6 RUE JEAN SIMON DUMONT         ,AUBIGNY AU BAC            ,ECEL,G0000,DOUAI-CANTIN                  ,           
       3052,   ,100,E,E.P.PU,                              ,63 RUE HENRI MAURICE            ,AUBRY DU HAINAUT          ,ECEL,G0000,VALENCIENNES ANZIN            ,           
       3053,   ,100,E,E.E.PU,PIERRE SEMARD                 ,29 RUE JEAN CATTELAS            ,AULNOYE AYMERIES          ,ECEL,G0000,AVESNES AULNOYE               ,           
       3054,   ,100,E,E.E.PU,PAUL STIEVENART               ,2 RUE JEAN COQUELIN             ,AULNOYE AYMERIES          ,ECEL,G0000,AVESNES AULNOYE               ,           
       3055,   ,100,E,E.P.PU,5 BONNIERS ALPHONSE DAUDET    ,2 RUE GEORGE SAND               ,AVELIN                    ,ECEL,G0000,LILLE3-WATTIGNIES             ,           
       3056,   ,100,E,E.E.PU,                              ,1A RUE DU CHANOINE CARLIER      ,AVESNELLES                ,ECEL,G0000,AVESNES-FOURMIES              ,           
       3057,   1.00,100,E,E.P.PU,                              ,3 RUE ALBERT MATHIEU            ,AWOINGT                   ,ECEL,G0000,CAMBRAI-CENTRE                ,1 POSTE BLOQUE STAGIAIRE
       3058,   ,100,E,E.P.PU,COMPLEXE SCOLAIRE JACQUES BREL,10 RUE DU MARECHAL FOCH         ,BACHY                     ,ECEL,G0000,LILLE3-RONCHIN                ,           
       3059,   2.00,100,E,E.P.PU,JAN DE BELLE                  ,10 RUE SAINT JACQUES            ,BAILLEUL                  ,ECEL,G0000,DUNKERQUE-BAILLEUL            ,           
       3060,   ,100,E,E.P.PU,LES PETITS CAILLOUX           ,HAMEAU LE STEENT'JE             ,BAILLEUL                  ,ECEL,G0000,DUNKERQUE-BAILLEUL            ,           
       3061,   ,100,E,E.P.PU,PIETER BRUEGHEL               ,RUE DE LA SERPENTINE            ,BAILLEUL                  ,ECEL,G0000,DUNKERQUE-BAILLEUL            ,           
       3062,   ,100,E,E.P.PU,PAUL EMILE VICTOR             ,CHEMIN D'OGIMONT                ,BAISIEUX                  ,ECEL,G0000,LILLE3-VILLENEUVE D'ASCQ SUD  ,           
       3063,   ,100,E,E.P.PU,JEAN DE LA FONTAINE (RPI 4)   ,57 RUE PRINCIPALE               ,BAMBECQUE                 ,ECEL,G0000,DUNKERQUE-BERGUES             ,           
       3064,   ,100,E,E.P.PU,                              ,29 RUE DE MARQUETTE             ,BANTIGNY                  ,ECEL,G0000,CAMBRAI-CENTRE                ,           
       3065,   ,100,E,E.E.PU,JULES VERNE                   ,RUE DES CASERNES                ,LA BASSEE                 ,ECEL,G0000,LILLE2-ANNOEULLIN             ,           
       3066,   1.00,100,E,E.E.PU,JULES FERRY NIVEAU 2          ,RUE JEAN JAURES                 ,BAUVIN                    ,ECEL,G0000,LILLE2-ANNOEULLIN             ,           
       3067,   1.00,100,E,E.E.PU,GEORGES BRASSENS NIVEAU 1     ,RUE FERRER                      ,BAUVIN                    ,ECEL,G0000,LILLE2-ANNOEULLIN             ,1 POSTE BLOQUE STAGIAIRE
       3068,   ,100,E,E.P.PU,DU TULIPIER                   ,6 RUE DE FOURNES                ,BEAUCAMPS LIGNY           ,ECEL,G0000,LILLE2-LOOS                   ,           
       3069,   ,100,E,E.E.PU,NIVEAU 2                      ,3 RUELLE MAILLY                 ,BEAUFORT                  ,ECEL,G0000,AVESNES AULNOYE               ,           
       3070,   ,100,E,E.P.PU,(RPI 24)                      ,1 ET 3 RUE JOSEPH DEJARDIN      ,BEAUMONT EN CAMBRESIS     ,ECEL,G0000,CAMBRAI-SUD                   ,           
       3071,   ,100,E,E.E.PU,NIVEAU 2 (RPI 20)             ,2 ALLEE DE L'EGLISE             ,BEAUREPAIRE SUR SAMBRE    ,ECEL,G0000,AVESNES AULNOYE               ,           
       3072,   1.00,100,E,E.E.PU,LAMARTINE                     ,73 RUE CARNOT                   ,BERGUES                   ,ECEL,G0000,DUNKERQUE-BERGUES             ,1 POSTE BLOQUE STAGIAIRE
       3073,   ,100,E,E.E.PU,(RPI 5)                       ,1 RUE GANTOIS                   ,BERMERIES                 ,ECEL,G0000,AVESNES-LE QUESNOY            ,           
       3074,   2.00,100,E,E.E.PU,JULES FERRY                   ,18 RUE GEORGES MORTUAIRE        ,BEUVRAGES                 ,ECEL,G0000,VALENCIENNES ANZIN            ,           
       3075,   2.00,100,E,E.E.PU,DES TROIS ARBRES              ,255 RUE DE LA RESISTANCE        ,BEUVRY LA FORET           ,ECEL,G0000,DOUAI-RIEULAY                 ,1 POSTE BLOQUE STAGIAIRE
       3076,   ,100,E,E.P.PU,                              ,RUE DE L ARBRE                  ,BEVILLERS                 ,ECEL,G0000,CAMBRAI-SUD                   ,           
       3077,   1.00,100,E,E.P.PU,DES TROIS CLEFS               ,RUE DE LA MAIRIE                ,BOESEGHEM                 ,ECEL,G0000,DUNKERQUE-HAZEBROUCK          ,1 POSTE BLOQUE STAGIAIRE
       3078,   ,100,E,E.P.PU,                              ,PLACE DES TROIS MAIRES          ,BOIS GRENIER              ,ECEL,G0000,LILLE2-ARMENTIERES            ,           
       3079,   1.00,100,E,E.P.PU,                              ,39 RUE JOSEPH DEZITTER          ,BOLLEZEELE                ,ECEL,G0000,DUNKERQUE-WORMHOUT            ,           
       3080,   ,100,E,E.P.PU,RENE DELHAY                   ,ROUTE DE SEC BOIS               ,BORRE                     ,ECEL,G0000,DUNKERQUE-HAZEBROUCK          ,           
       3081,   ,100,E,E.P.PU,LAMARTINE                     ,RUE BENJAMIN VANDENBROUCQUE     ,BOURBOURG                 ,ECEL,G0000,DUNKERQUE-WORMHOUT            ,           
       3082,   ,100,E,E.P.PU,CALMETTE                      ,1 RUE PITON                     ,BOUSSIERES EN CAMBRESIS   ,ECEL,G0000,CAMBRAI-LE CATEAU             ,           
       3083,   ,100,E,E.P.PU,PIERRE PERRET                 ,RUE DE L EGLISE                 ,BOUSSIERES SUR SAMBRE     ,ECEL,G0000,AVESNES AULNOYE               ,           
       3084,   ,100,E,E.E.PU,DANIELLE CASANOVA             ,50 RUE ANATOLE FRANCE           ,BOUSSOIS                  ,ECEL,G0000,AVESNES-JEUMONT               ,           
       3085,   1.00,100,E,E.E.PU,ERNEST CARLIN                 ,RUE GILBERT LANTHIER            ,BOUSSOIS                  ,ECEL,G0000,AVESNES-JEUMONT               ,1 POSTE BLOQUE STAGIAIRE
       3086,   1.00,100,E,E.P.PU,PIGEON VOLE                   ,421 RUE DE LA PLACE             ,BOUVIGNIES                ,ECEL,G0000,DOUAI-RIEULAY                 ,1 POSTE BLOQUE STAGIAIRE
       3087,   ,100,E,E.E.PU,LEONARD DE VINCI              ,101 CHAUSSEE BRUNEHAUT          ,BOUVINES                  ,ECEL,G0000,LILLE3-RONCHIN                ,           
       3088,   1.00,100,E,E.P.PU,LES FRESNELLES                ,2 RUE DU MARECHAL FOCH          ,BRILLON                   ,ECEL,G0000,VALENCIENNES-SAINT AMAND      ,1 POSTE BLOQUE STAGIAIRE
       3089,   ,100,E,E.P.PU,AU BOURG                      ,4 RUE DE L'ABBE DE BECO         ,BROUCKERQUE               ,ECEL,G0000,DUNKERQUE-WORMHOUT            ,           
       3090,   ,100,E,E.E.PU,EMILE ZOLA                    ,16 RUE EMILE ZOLA               ,BRUAY SUR L ESCAUT        ,ECEL,G0000,VALENCIENNES BRUAY            ,           
       3091,   3.00,100,E,E.E.PU,LEO LAGRANGE                  ,11 BOULEVARD LEO LAGRANGE       ,BRUAY SUR L ESCAUT        ,ECEL,G0000,VALENCIENNES BRUAY            ,1 POSTE BLOQUE STAGIAIRE
       3092,   ,100,E,E.P.PU,JEAN DE LA FONTAINE           ,1 RUE DU CIMETIERE              ,CHATEAU L ABBAYE          ,ECEL,G0000,VALENCIENNES-CONDE            ,           
       3093,   ,100,E,E.P.PU,GROUPE SCOLAIRE VALMUSE       ,8 RUE D'EN BAS                  ,BRUNEMONT                 ,ECEL,G0000,DOUAI-CANTIN                  ,           
       3094,   ,100,E,E.E.PU,JACQUES PREVERT               ,RUE DES POILUS                  ,BUSIGNY                   ,ECEL,G0000,CAMBRAI-LE CATEAU             ,           
       3095,   1.00,100,E,E.P.PU,CLAUDE BERNARD                ,RUE FRANCK BOURREAU             ,BUSIGNY                   ,ECEL,G0000,CAMBRAI-LE CATEAU             ,           
       3096,   ,100,E,E.P.PU,DU BOUTON D'OR                ,GRAND PLACE                     ,CAGNONCLES                ,ECEL,G0000,CAMBRAI-CENTRE                ,           
       3097,   ,100,E,E.E.PU,FERDINAND BUISSON             ,50 BIS ALLEE SAINT ROCH         ,CAMBRAI                   ,ECEL,G0000,CAMBRAI-CENTRE                ,           
       3098,   1.00,100,E,E.E.PU,RAYMOND GERNEZ                ,17 RUE RAYMOND GERNEZ           ,CAMBRAI                   ,ECEL,G0000,CAMBRAI-CENTRE                ,           
       3099,   1.00,100,E,E.P.PU,JACQUES BREL                  ,11 RUE DU COMTE D'ARTOIS        ,CAMBRAI                   ,ECEL,G0000,CAMBRAI-CENTRE                ,           
       3100,   ,100,E,E.P.PU,(RPI 18)                      ,78 GRAND RUE                    ,CANTAING SUR ESCAUT       ,ECEL,G0000,CAMBRAI-CENTRE                ,           
       3101,   1.00,100,E,E.P.PU,LUCIE AUBRAC                  ,2 BIS RUE D'ENNETIERES          ,CAPINGHEM                 ,ECEL,G0000,LILLE2-LOMME                  ,           
       3102,   1.00,100,E,E.E.PU,DU CRAYHOF                    ,RUE DU CRAYHOF                  ,CAPPELLE LA GRANDE        ,ECEL,G0000,DUNKERQUE-BERGUES             ,1 POSTE BLOQUE STAGIAIRE
       3103,   ,100,E,E.E.PU,JOLIOT-CURIE                  ,1 RUE JOLIOT-CURIE              ,CAPPELLE LA GRANDE        ,ECEL,G0000,DUNKERQUE-BERGUES             ,           
       3104,   ,100,E,E.P.PU,JEAN JAURES                   ,92 ROUTE DE BOURBOURG           ,CAPPELLE LA GRANDE        ,ECEL,G0000,DUNKERQUE-BERGUES             ,           
       3105,   ,100,E,E.P.PU,MERESSE                       ,115 RUE ROGER LEBON             ,CARTIGNIES                ,ECEL,G0000,AVESNES-FOURMIES              ,           
       3106,   3.00,100,E,E.E.PU,CONDORCET                     ,40 RUE CHANZY                   ,CAUDRY                    ,ECEL,G0000,CAMBRAI-SUD                   ,           
       3107,   2.00,100,E,E.E.PU,PAUL BERT                     ,RUE PIERRE BROSSOLETTE          ,CAUDRY                    ,ECEL,G0000,CAMBRAI-SUD                   ,2 POSTES BLOQUES STAGIAIRES
       3108,   ,100,E,E.E.PU,JEAN MACE                     ,16 RUE MARLIOT                  ,CAUDRY                    ,ECEL,G0000,CAMBRAI-SUD                   ,           
       3109,   ,100,E,E.E.PU,JANSSOONE                     ,12 RUE EMILE ZOLA               ,CAUDRY                    ,ECEL,G0000,CAMBRAI-SUD                   ,           
       3110,   ,100,E,E.P.PU,JEAN MACE                     ,1 R JEAN MACE                   ,CAULLERY                  ,ECEL,G0000,CAMBRAI-SUD                   ,           
       3111,   1.00,100,E,E.E.PU,PASTEUR                       ,RUE XAVIER DEGANS               ,CAPPELLE LA GRANDE        ,ECEL,G0000,DUNKERQUE-BERGUES             ,           
       3112,   ,100,E,E.P.PU,                              ,4 RUE THEOPHILE RISBOURG        ,CAUROIR                   ,ECEL,G0000,CAMBRAI-CENTRE                ,           
       3113,   ,100,E,E.E.PU,CLAIR MATIN                   ,86 ROUTE NATIONALE              ,CERFONTAINE               ,ECEL,G0000,AVESNES-JEUMONT               ,           
       3114,   1.00,100,E,E.E.PU,LOUIS BARTIER                 ,79 BIS RUE MARLE                ,LA CHAPELLE D ARMENTIERES ,ECEL,G0000,LILLE2-ARMENTIERES            ,           
       3115,   ,100,E,E.E.PU,WEZ MACQUART                  ,1956 ROUTE NATIONALE            ,LA CHAPELLE D ARMENTIERES ,ECEL,G0000,LILLE2-ARMENTIERES            ,           
       3116,   ,100,E,E.P.PU,JULES FERRY                   ,100 ROUTE NATIONALE             ,CHERENG                   ,ECEL,G0000,LILLE3-VILLENEUVE D'ASCQ SUD  ,           
       3117,   ,100,E,E.P.PU,                              ,1 RUE D'ESPINOY                 ,CLAIRFAYTS                ,ECEL,G0000,AVESNES-JEUMONT               ,           
       3118,   ,100,E,E.P.PU,                              ,1 PETITE RUE                    ,COBRIEUX                  ,ECEL,G0000,LILLE3-RONCHIN                ,           
       3119,   ,100,E,E.P.PU,CELINE HARQZ                  ,22 RUE DES ECOLES               ,COLLERET                  ,ECEL,G0000,AVESNES-JEUMONT               ,           
       3120,   1.00,100,E,E.E.PU,CENTRE                        ,37 RUE PASTEUR                  ,COMINES                   ,ECEL,G0000,LILLE2-LOMME                  ,           
       3121,   1.00,100,E,E.P.PU,LES COQUELICOTS               ,4 RUE DES FRERES BULKAEN        ,COMINES                   ,ECEL,G0000,LILLE2-LOMME                  ,           
       3122,   ,100,E,E.E.PU,CENTRE                        ,7 RUE DU COLLEGE                ,CONDE SUR L ESCAUT        ,ECEL,G0000,VALENCIENNES-CONDE            ,           
       3123,   1.00,100,E,E.E.PU,                              ,7 RUE BLANCHARD                 ,COUSOLRE                  ,ECEL,G0000,AVESNES-JEUMONT               ,1 POSTE BLOQUE STAGIAIRE
       3124,   ,100,E,E.E.PU,                              ,294 RUE DE L'AVEN               ,CRAYWICK                  ,ECEL,G0000,DUNKERQUE-GRAVELINES          ,           
       3125,   1.00,100,E,E.E.PU,BLANC MISSERON                ,90 RUE DES DEPORTES             ,CRESPIN                   ,ECEL,G0000,VALENCIENNES BRUAY            ,           
       3126,   ,100,E,E.E.PU,NIVEAU 2                      ,3 PLACE DE L EUROPE             ,COLLERET                  ,ECEL,G0000,AVESNES-JEUMONT               ,           
       3127,   ,100,E,E.P.PU,MARCEL AYME                   ,8 MEUNINCK STRAETE              ,CROCHTE                   ,ECEL,G0000,DUNKERQUE-BERGUES             ,           
       3128,   1.00,100,E,E.E.PU,JEAN JAURES                   ,77 RUE JEAN JAURES              ,CROIX                     ,ECEL,G0000,ROUBAIX-WASQUEHAL             ,1 POSTE BLOQUE STAGIAIRE
       3129,   ,100,E,E.E.PU,JEAN-BAPTISTE LEBAS           ,3 RUE GEORGES POTIE             ,CROIX                     ,ECEL,G0000,ROUBAIX-WASQUEHAL             ,           
       3130,   1.00,100,E,E.P.PU,LUCIE AUBRAC                  ,44 RUE KLEBER                   ,CROIX                     ,ECEL,G0000,ROUBAIX-WASQUEHAL             ,           
       3131,   1.00,100,E,E.E.PU,MICHELET                      ,15 RUE PIERRE BERIOT            ,DENAIN                    ,ECEL,G0000,VALENCIENNES DENAIN           ,           
       3132,   1.00,100,E,E.E.PU,VOLTAIRE NIVEAU 2             ,103 RUE LUDOVIC TRARIEUX        ,DENAIN                    ,ECEL,G0000,VALENCIENNES DENAIN           ,           
       3133,   ,100,E,E.E.PU,EMILE ZOLA                    ,188 RUE DE VILLARS              ,DENAIN                    ,ECEL,G0000,VALENCIENNES DENAIN           ,           
       3134,   1.00,100,E,E.E.PU,DIDEROT NIVEAU 1              ,1 RUE HENRI BARBUSSE            ,DENAIN                    ,ECEL,G0000,VALENCIENNES DENAIN           ,           
       3135,   1.00,100,E,E.P.PU,GUYNEMER                      ,3 RUE DES PROCESSIONS           ,DEULEMONT                 ,ECEL,G0000,LILLE2-ARMENTIERES            ,1 POSTE BLOQUE STAGIAIRE
       3136,   ,100,E,E.E.PU,NIVEAU 1 (RPI 2)              ,4 PLACE DE LA MAIRIE            ,DOIGNIES                  ,ECEL,G0000,CAMBRAI-SUD                   ,           
       3137,   ,100,E,E.P.PU,                              ,11 RUE DU CALVAIRE              ,DOMPIERRE SUR HELPE       ,ECEL,G0000,AVESNES-FOURMIES              ,           
       3138,   ,100,E,E.E.A.,BLANCS MOUCHONS               ,47 RUE DES BLANCS MOUCHONS      ,DOUAI                     ,ECEL,G0000,DOUAI-CENTRE                  ,           
       3139,   ,100,E,E.P.PU,MARGUERITE YOURCENAR          ,4 GRAND PLACE                   ,LE DOULIEU                ,ECEL,G0000,DUNKERQUE-BAILLEUL            ,           
       3140,   ,100,E,E.P.A.,LUCIEN MAILLART               ,RUE DU JEU DE MAIL              ,DUNKERQUE                 ,ECEL,G0000,DUNKERQUE-SAINT-POL           ,           
       3141,   ,100,E,E.P.PU,LES DEUX CHATEAUX             ,RUE DU CHATEAU                  ,EBBLINGHEM                ,ECEL,G0000,DUNKERQUE-HAZEBROUCK          ,           
